房屋ID,原始州,计算州,方案类型,PV容量_kW,面板数量,电池容量_kWh,投资成本,年用电量_kWh,年发电量_kWh,年自用量_kWh,自用率,回本周期_年,简单回本_年,贴现回本_年,IRR,投资年限,总节省
313,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,3.63,3.63,3.71,29.61%,20,103843.58
313,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
313,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
313,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
313,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
313,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
313,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
313,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
313,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
314,QLD,NSW,高端型,5.72,13,9.1,8283,7778,8466.86,6211.90,73.37%,3.35,3.35,3.43,31.94%,20,67389.70
314,QLD,VIC,高端型,5.72,13,9.1,8283,6778,8466.86,5914.88,69.86%,3.47,3.47,3.56,30.89%,20,64986.32
314,QLD,QLD,高端型,5.72,13,9.1,8283,7270,8466.86,6342.43,74.91%,3.29,3.29,3.37,32.40%,20,68440.34
314,QLD,SA,高端型,5.72,13,9.1,8283,7129,8466.86,5989.74,70.74%,3.44,3.44,3.53,31.15%,20,65592.08
314,QLD,WA,高端型,5.72,13,9.1,8283,7634,8466.86,6383.22,75.39%,3.28,3.28,3.36,32.54%,20,68775.76
314,QLD,TAS,高端型,5.72,13,9.1,8283,10148,8466.86,6890.65,81.38%,3.11,3.11,3.17,34.33%,20,72880.94
314,QLD,NT,高端型,5.72,13,9.1,8283,10008,8466.86,7069.97,83.50%,3.05,3.05,3.11,34.95%,20,74332.46
314,QLD,ACT,高端型,5.72,13,9.1,8283,8632,8466.86,6174.84,72.93%,3.37,3.37,3.45,31.81%,20,67089.69
314,QLD,NSW,平衡型,5.72,13,6.6,6736,7778,8466.86,5355.66,63.25%,3.05,3.05,3.11,34.96%,20,60460.29
314,QLD,VIC,平衡型,5.72,13,6.6,6736,6778,8466.86,5027.49,59.38%,3.18,3.18,3.25,33.54%,20,57805.20
314,QLD,QLD,平衡型,5.72,13,6.6,6736,7270,8466.86,5438.81,64.24%,3.02,3.02,3.08,35.31%,20,61128.12
314,QLD,SA,平衡型,5.72,13,6.6,6736,7129,8466.86,5114.32,60.40%,3.15,3.15,3.22,33.92%,20,58507.71
314,QLD,WA,平衡型,5.72,13,6.6,6736,7634,8466.86,5554.92,65.61%,2.98,2.98,3.04,35.82%,20,62072.36
314,QLD,TAS,平衡型,5.72,13,6.6,6736,10148,8466.86,6114.60,72.22%,2.79,2.79,2.84,38.21%,20,66600.86
314,QLD,NT,平衡型,5.72,13,6.6,6736,10008,8466.86,6331.02,74.77%,2.72,2.72,2.77,39.14%,20,68351.96
314,QLD,ACT,平衡型,5.72,13,6.6,6736,8632,8466.86,5307.23,62.68%,3.07,3.07,3.13,34.75%,20,60068.47
314,QLD,NSW,经济型,5.72,13,4.6,5474,7778,8466.86,4625.66,54.63%,2.76,2.76,2.82,38.49%,20,54553.14
314,QLD,VIC,经济型,5.72,13,4.6,5474,6778,8466.86,4297.49,50.76%,2.90,2.90,2.96,36.77%,20,51898.04
314,QLD,QLD,经济型,5.72,13,4.6,5474,7270,8466.86,4708.81,55.61%,2.74,2.74,2.79,38.93%,20,55220.97
314,QLD,SA,经济型,5.72,13,4.6,5474,7129,8466.86,4384.32,51.78%,2.86,2.86,2.92,37.22%,20,52600.55
314,QLD,WA,经济型,5.72,13,4.6,5474,7634,8466.86,4824.92,56.99%,2.69,2.69,2.74,39.54%,20,56165.21
314,QLD,TAS,经济型,5.72,13,4.6,5474,10148,8466.86,5432.78,64.17%,2.49,2.49,2.53,42.73%,20,61083.01
314,QLD,NT,经济型,5.72,13,4.6,5474,10008,8466.86,5671.65,66.99%,2.41,2.41,2.45,43.98%,20,63015.75
314,QLD,ACT,经济型,5.72,13,4.6,5474,8632,8466.86,4577.23,54.06%,2.78,2.78,2.84,38.24%,20,54161.31
315,QLD,NSW,高端型,9.24,21,13.9,12685,7778,13677.23,7588.23,55.48%,3.85,3.85,3.95,27.88%,20,89057.54
315,QLD,VIC,高端型,9.24,21,13.9,12685,6778,13677.23,6746.62,49.33%,4.14,4.14,4.26,25.90%,20,82249.36
315,QLD,QLD,高端型,9.24,21,13.9,12685,7270,13677.23,7269.13,53.15%,3.96,3.96,4.06,27.13%,20,86464.41
315,QLD,SA,高端型,9.24,21,13.9,12685,7129,13677.23,7040.23,51.47%,4.04,4.04,4.14,26.59%,20,84624.69
315,QLD,WA,高端型,9.24,21,13.9,12685,7634,13677.23,7536.70,55.10%,3.87,3.87,3.97,27.76%,20,88641.36
315,QLD,TAS,高端型,9.24,21,13.9,12685,10148,13677.23,9024.22,65.98%,3.44,3.44,3.52,31.22%,20,100684.21
315,QLD,NT,高端型,9.24,21,13.9,12685,10008,13677.23,9236.65,67.53%,3.38,3.38,3.46,31.71%,20,102401.93
315,QLD,ACT,高端型,9.24,21,13.9,12685,8632,13677.23,8028.45,58.70%,3.71,3.71,3.81,28.91%,20,92625.53
315,QLD,NSW,平衡型,9.24,21,9.2,9810,7778,13677.23,6431.39,47.02%,3.36,3.36,3.44,31.90%,20,79704.35
315,QLD,VIC,平衡型,9.24,21,9.2,9810,6778,13677.23,6096.98,44.58%,3.47,3.47,3.56,30.90%,20,76998.85
315,QLD,QLD,平衡型,9.24,21,9.2,9810,7270,13677.23,6496.97,47.50%,3.32,3.32,3.40,32.09%,20,80230.22
315,QLD,SA,平衡型,9.24,21,9.2,9810,7129,13677.23,6177.51,45.17%,3.44,3.44,3.53,31.14%,20,77650.38
315,QLD,WA,平衡型,9.24,21,9.2,9810,7634,13677.23,6640.92,48.55%,3.29,3.29,3.37,32.52%,20,81399.56
315,QLD,TAS,平衡型,9.24,21,9.2,9810,10148,13677.23,7308.72,53.44%,3.09,3.09,3.16,34.50%,20,86802.40
315,QLD,NT,平衡型,9.24,21,9.2,9810,10008,13677.23,7565.02,55.31%,3.03,3.03,3.08,35.26%,20,88876.01
315,QLD,ACT,平衡型,9.24,21,9.2,9810,8632,13677.23,6409.76,46.86%,3.36,3.36,3.44,31.83%,20,79529.43
315,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
315,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
315,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
315,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
315,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
315,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
315,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
315,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
316,QLD,NSW,高端型,3.96,9,9.1,7554,7778,5861.67,5616.54,95.82%,3.60,3.60,3.69,29.95%,20,57304.43
316,QLD,VIC,高端型,3.96,9,9.1,7554,6778,5861.67,5425.99,92.57%,3.69,3.69,3.78,29.20%,20,55762.27
316,QLD,QLD,高端型,3.96,9,9.1,7554,7270,5861.67,5777.88,98.57%,3.52,3.52,3.61,30.57%,20,58606.94
316,QLD,SA,高端型,3.96,9,9.1,7554,7129,5861.67,5475.01,93.40%,3.67,3.67,3.76,29.39%,20,56158.79
316,QLD,WA,高端型,3.96,9,9.1,7554,7634,5861.67,5722.00,97.62%,3.55,3.55,3.64,30.36%,20,58157.61
316,QLD,TAS,高端型,3.96,9,9.1,7554,10148,5861.67,5861.67,100.00%,3.47,3.47,3.57,30.90%,20,59284.81
316,QLD,NT,高端型,3.96,9,9.1,7554,10008,5861.67,5861.67,100.00%,3.47,3.47,3.57,30.90%,20,59284.81
316,QLD,ACT,高端型,3.96,9,9.1,7554,8632,5861.67,5572.08,95.06%,3.62,3.62,3.71,29.77%,20,56944.56
316,QLD,NSW,平衡型,3.96,9,6.6,6007,7778,5861.67,5022.83,85.69%,3.12,3.12,3.19,34.11%,20,52499.00
316,QLD,VIC,平衡型,3.96,9,6.6,6007,6778,5861.67,4791.37,81.74%,3.23,3.23,3.31,32.99%,20,50625.63
316,QLD,QLD,平衡型,3.96,9,6.6,6007,7270,5861.67,5214.13,88.95%,3.04,3.04,3.10,35.03%,20,54042.61
316,QLD,SA,平衡型,3.96,9,6.6,6007,7129,5861.67,4851.12,82.76%,3.20,3.20,3.28,33.28%,20,51109.33
316,QLD,WA,平衡型,3.96,9,6.6,6007,7634,5861.67,5148.62,87.84%,3.07,3.07,3.13,34.72%,20,53516.66
316,QLD,TAS,平衡型,3.96,9,6.6,6007,10148,5861.67,5464.93,93.23%,2.95,2.95,3.00,36.25%,20,56075.95
316,QLD,NT,平衡型,3.96,9,6.6,6007,10008,5861.67,5612.38,95.75%,2.89,2.89,2.95,36.95%,20,57268.97
316,QLD,ACT,平衡型,3.96,9,6.6,6007,8632,5861.67,4960.75,84.63%,3.15,3.15,3.22,33.81%,20,51996.74
316,QLD,NSW,经济型,3.96,9,4.4,4629,7778,5861.67,4382.46,74.76%,2.70,2.70,2.75,39.40%,20,47316.02
316,QLD,VIC,经济型,3.96,9,4.4,4629,6778,5861.67,4102.35,69.99%,2.83,2.83,2.89,37.66%,20,45049.57
316,QLD,QLD,经济型,3.96,9,4.4,4629,7270,5861.67,4523.66,77.17%,2.64,2.64,2.69,40.28%,20,48454.06
316,QLD,SA,经济型,3.96,9,4.4,4629,7129,5861.67,4183.82,71.38%,2.79,2.79,2.84,38.17%,20,45708.85
316,QLD,WA,经济型,3.96,9,4.4,4629,7634,5861.67,4535.41,77.37%,2.64,2.64,2.68,40.35%,20,48553.35
316,QLD,TAS,经济型,3.96,9,4.4,4629,10148,5861.67,4922.57,83.98%,2.49,2.49,2.53,42.75%,20,51686.55
316,QLD,NT,经济型,3.96,9,4.4,4629,10008,5861.67,5084.80,86.75%,2.42,2.42,2.47,43.76%,20,52999.29
316,QLD,ACT,经济型,3.96,9,4.4,4629,8632,5861.67,4307.64,73.49%,2.73,2.73,2.79,38.94%,20,46710.86
317,QLD,NSW,高端型,4.84,11,9.1,7765,7778,7164.26,5997.48,83.71%,3.35,3.35,3.44,31.87%,20,63020.80
317,QLD,VIC,高端型,4.84,11,9.1,7765,6778,7164.26,5760.11,80.40%,3.46,3.46,3.55,30.97%,20,61099.51
317,QLD,QLD,高端型,4.84,11,9.1,7765,7270,7164.26,6197.41,86.50%,3.26,3.26,3.34,32.62%,20,64633.32
317,QLD,SA,高端型,4.84,11,9.1,7765,7129,7164.26,5819.60,81.23%,3.43,3.43,3.52,31.20%,20,61580.93
317,QLD,WA,高端型,4.84,11,9.1,7765,7634,7164.26,6140.83,85.71%,3.29,3.29,3.37,32.41%,20,64181.01
317,QLD,TAS,高端型,4.84,11,9.1,7765,10148,7164.26,6528.27,91.12%,3.14,3.14,3.21,33.86%,20,67315.49
317,QLD,NT,高端型,4.84,11,9.1,7765,10008,7164.26,6690.28,93.38%,3.09,3.09,3.15,34.47%,20,68626.04
317,QLD,ACT,高端型,4.84,11,9.1,7765,8632,7164.26,5972.67,83.37%,3.36,3.36,3.45,31.77%,20,62819.58
317,QLD,NSW,平衡型,4.84,11,6.6,6217,7778,7164.26,5259.68,73.42%,2.99,2.99,3.05,35.68%,20,57049.40
317,QLD,VIC,平衡型,4.84,11,6.6,6217,6778,7164.26,4964.77,69.30%,3.11,3.11,3.18,34.30%,20,54663.09
317,QLD,QLD,平衡型,4.84,11,6.6,6217,7270,7164.26,5398.64,75.36%,2.94,2.94,3.00,36.32%,20,58168.35
317,QLD,SA,平衡型,4.84,11,6.6,6217,7129,7164.26,5042.19,70.38%,3.08,3.08,3.14,34.66%,20,55289.57
317,QLD,WA,平衡型,4.84,11,6.6,6217,7634,7164.26,5420.51,75.66%,2.93,2.93,2.99,36.43%,20,58350.58
317,QLD,TAS,平衡型,4.84,11,6.6,6217,10148,7164.26,5890.19,82.22%,2.76,2.76,2.81,38.60%,20,62150.73
317,QLD,NT,平衡型,4.84,11,6.6,6217,10008,7164.26,6075.84,84.81%,2.70,2.70,2.75,39.46%,20,63653.35
317,QLD,ACT,平衡型,4.84,11,6.6,6217,8632,7164.26,5213.03,72.76%,3.01,3.01,3.07,35.46%,20,56671.72
317,QLD,NSW,经济型,4.84,11,4.4,4839,7778,7164.26,4506.43,62.90%,2.62,2.62,2.67,40.50%,20,50953.44
317,QLD,VIC,经济型,4.84,11,4.4,4839,6778,7164.26,4180.36,58.35%,2.76,2.76,2.81,38.56%,20,48315.42
317,QLD,QLD,经济型,4.84,11,4.4,4839,7270,7164.26,4599.28,64.20%,2.59,2.59,2.64,41.05%,20,51699.91
317,QLD,SA,经济型,4.84,11,4.4,4839,7129,7164.26,4269.76,59.60%,2.72,2.72,2.77,39.09%,20,49038.65
317,QLD,WA,经济型,4.84,11,4.4,4839,7634,7164.26,4696.86,65.56%,2.55,2.55,2.59,41.63%,20,52494.12
317,QLD,TAS,经济型,4.84,11,4.4,4839,10148,7164.26,5219.31,72.85%,2.37,2.37,2.41,44.72%,20,56721.69
317,QLD,NT,经济型,4.84,11,4.4,4839,10008,7164.26,5430.48,75.80%,2.30,2.30,2.34,45.97%,20,58430.20
317,QLD,ACT,经济型,4.84,11,4.4,4839,8632,7164.26,4448.41,62.09%,2.65,2.65,2.69,40.15%,20,50483.94
318,QLD,NSW,高端型,12.76,29,19.1,17452,7778,18887.61,7779.87,41.19%,4.60,4.60,4.74,23.32%,20,101148.13
318,QLD,VIC,高端型,12.76,29,19.1,17452,6778,18887.61,6779.02,35.89%,4.97,4.97,5.13,21.54%,20,93050.84
318,QLD,QLD,高端型,12.76,29,19.1,17452,7270,18887.61,7269.13,38.49%,4.79,4.79,4.94,22.41%,20,97003.93
318,QLD,SA,高端型,12.76,29,19.1,17452,7129,18887.61,7130.00,37.75%,4.83,4.83,4.99,22.17%,20,95890.42
318,QLD,WA,高端型,12.76,29,19.1,17452,7634,18887.61,7635.37,40.43%,4.64,4.64,4.79,23.06%,20,99979.13
318,QLD,TAS,高端型,12.76,29,19.1,17452,10148,18887.61,9992.39,52.90%,3.96,3.96,4.06,27.15%,20,119048.44
318,QLD,NT,高端型,12.76,29,19.1,17452,10008,18887.61,9936.53,52.61%,3.97,3.97,4.07,27.05%,20,118596.57
318,QLD,ACT,高端型,12.76,29,19.1,17452,8632,18887.61,8605.53,45.56%,4.34,4.34,4.47,24.76%,20,107828.25
318,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.39,3.39,3.47,31.63%,20,85214.76
318,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,3.53,3.53,3.61,30.45%,20,81754.40
318,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.36,3.36,3.44,31.80%,20,85720.60
318,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,3.47,3.47,3.55,30.90%,20,83080.31
318,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.32,3.32,3.40,32.19%,20,86854.22
318,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.13,3.13,3.20,34.06%,20,92359.07
318,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.07,3.07,3.13,34.77%,20,94436.27
318,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,3.39,3.39,3.48,31.58%,20,85058.90
318,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,2.83,2.83,2.88,37.68%,20,59583.77
318,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,2.96,2.96,3.01,36.11%,20,56895.10
318,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,2.81,2.81,2.86,38.01%,20,60154.70
318,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,2.92,2.92,2.98,36.50%,20,57569.16
318,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,2.75,2.75,2.81,38.62%,20,61215.30
318,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.56,2.56,2.60,41.56%,20,66275.65
318,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.49,2.49,2.53,42.76%,20,68350.03
318,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,2.84,2.84,2.90,37.49%,20,59267.28
319,QLD,NSW,高端型,3.52,8,9.1,7140,7778,5210.37,5210.37,100.00%,3.70,3.70,3.78,29.20%,20,52697.61
319,QLD,VIC,高端型,3.52,8,9.1,7140,6778,5210.37,5165.25,99.13%,3.72,3.72,3.81,29.01%,20,52335.31
319,QLD,QLD,高端型,3.52,8,9.1,7140,7270,5210.37,5210.37,100.00%,3.70,3.70,3.78,29.20%,20,52697.61
319,QLD,SA,高端型,3.52,8,9.1,7140,7129,5210.37,5190.94,99.63%,3.71,3.71,3.79,29.12%,20,52542.47
319,QLD,WA,高端型,3.52,8,9.1,7140,7634,5210.37,5210.37,100.00%,3.70,3.70,3.78,29.20%,20,52697.61
319,QLD,TAS,高端型,3.52,8,9.1,7140,10148,5210.37,5210.37,100.00%,3.70,3.70,3.78,29.20%,20,52697.61
319,QLD,NT,高端型,3.52,8,9.1,7140,10008,5210.37,5210.37,100.00%,3.70,3.70,3.78,29.20%,20,52697.61
319,QLD,ACT,高端型,3.52,8,9.1,7140,8632,5210.37,5209.81,99.99%,3.70,3.70,3.78,29.19%,20,52693.14
319,QLD,NSW,平衡型,3.52,8,6.6,5593,7778,5210.37,4827.80,92.66%,3.08,3.08,3.14,34.58%,20,49603.34
319,QLD,VIC,平衡型,3.52,8,6.6,5593,6778,5210.37,4625.00,88.77%,3.18,3.18,3.24,33.52%,20,47962.84
319,QLD,QLD,平衡型,3.52,8,6.6,5593,7270,5210.37,5005.67,96.07%,3.01,3.01,3.06,35.50%,20,51040.57
319,QLD,SA,平衡型,3.52,8,6.6,5593,7129,5210.37,4677.98,89.78%,3.15,3.15,3.22,33.80%,20,48391.39
319,QLD,WA,平衡型,3.52,8,6.6,5593,7634,5210.37,4933.10,94.68%,3.04,3.04,3.09,35.12%,20,50455.37
319,QLD,TAS,平衡型,3.52,8,6.6,5593,10148,5210.37,5169.53,99.22%,2.94,2.94,2.99,36.35%,20,52367.95
319,QLD,NT,平衡型,3.52,8,6.6,5593,10008,5210.37,5210.37,100.00%,2.92,2.92,2.98,36.56%,20,52697.61
319,QLD,ACT,平衡型,3.52,8,6.6,5593,8632,5210.37,4756.44,91.29%,3.11,3.11,3.18,34.21%,20,49026.35
319,QLD,NSW,经济型,3.52,8,4.4,4215,7778,5210.37,4271.15,81.97%,2.59,2.59,2.64,41.10%,20,45097.82
319,QLD,VIC,经济型,3.52,8,4.4,4215,6778,5210.37,4015.61,77.07%,2.70,2.70,2.76,39.36%,20,43030.51
319,QLD,QLD,经济型,3.52,8,4.4,4215,7270,5210.37,4423.17,84.89%,2.52,2.52,2.57,42.13%,20,46324.47
319,QLD,SA,经济型,3.52,8,4.4,4215,7129,5210.37,4088.93,78.48%,2.67,2.67,2.72,39.86%,20,43623.68
319,QLD,WA,经济型,3.52,8,4.4,4215,7634,5210.37,4391.66,84.29%,2.54,2.54,2.59,41.92%,20,46073.54
319,QLD,TAS,经济型,3.52,8,4.4,4215,10148,5210.37,4692.16,90.05%,2.40,2.40,2.45,43.97%,20,48504.93
319,QLD,NT,经济型,3.52,8,4.4,4215,10008,5210.37,4844.42,92.98%,2.33,2.33,2.38,45.00%,20,49736.68
319,QLD,ACT,经济型,3.52,8,4.4,4215,8632,5210.37,4180.67,80.24%,2.63,2.63,2.68,40.48%,20,44366.08
320,QLD,NSW,高端型,5.72,13,9.1,8283,7778,8466.86,6211.90,73.37%,3.35,3.35,3.43,31.94%,20,67389.70
320,QLD,VIC,高端型,5.72,13,9.1,8283,6778,8466.86,5914.88,69.86%,3.47,3.47,3.56,30.89%,20,64986.32
320,QLD,QLD,高端型,5.72,13,9.1,8283,7270,8466.86,6342.43,74.91%,3.29,3.29,3.37,32.40%,20,68440.34
320,QLD,SA,高端型,5.72,13,9.1,8283,7129,8466.86,5989.74,70.74%,3.44,3.44,3.53,31.15%,20,65592.08
320,QLD,WA,高端型,5.72,13,9.1,8283,7634,8466.86,6383.22,75.39%,3.28,3.28,3.36,32.54%,20,68775.76
320,QLD,TAS,高端型,5.72,13,9.1,8283,10148,8466.86,6890.65,81.38%,3.11,3.11,3.17,34.33%,20,72880.94
320,QLD,NT,高端型,5.72,13,9.1,8283,10008,8466.86,7069.97,83.50%,3.05,3.05,3.11,34.95%,20,74332.46
320,QLD,ACT,高端型,5.72,13,9.1,8283,8632,8466.86,6174.84,72.93%,3.37,3.37,3.45,31.81%,20,67089.69
320,QLD,NSW,平衡型,5.72,13,6.6,6736,7778,8466.86,5355.66,63.25%,3.05,3.05,3.11,34.96%,20,60460.29
320,QLD,VIC,平衡型,5.72,13,6.6,6736,6778,8466.86,5027.49,59.38%,3.18,3.18,3.25,33.54%,20,57805.20
320,QLD,QLD,平衡型,5.72,13,6.6,6736,7270,8466.86,5438.81,64.24%,3.02,3.02,3.08,35.31%,20,61128.12
320,QLD,SA,平衡型,5.72,13,6.6,6736,7129,8466.86,5114.32,60.40%,3.15,3.15,3.22,33.92%,20,58507.71
320,QLD,WA,平衡型,5.72,13,6.6,6736,7634,8466.86,5554.92,65.61%,2.98,2.98,3.04,35.82%,20,62072.36
320,QLD,TAS,平衡型,5.72,13,6.6,6736,10148,8466.86,6114.60,72.22%,2.79,2.79,2.84,38.21%,20,66600.86
320,QLD,NT,平衡型,5.72,13,6.6,6736,10008,8466.86,6331.02,74.77%,2.72,2.72,2.77,39.14%,20,68351.96
320,QLD,ACT,平衡型,5.72,13,6.6,6736,8632,8466.86,5307.23,62.68%,3.07,3.07,3.13,34.75%,20,60068.47
320,QLD,NSW,经济型,5.72,13,4.6,5474,7778,8466.86,4625.66,54.63%,2.76,2.76,2.82,38.49%,20,54553.14
320,QLD,VIC,经济型,5.72,13,4.6,5474,6778,8466.86,4297.49,50.76%,2.90,2.90,2.96,36.77%,20,51898.04
320,QLD,QLD,经济型,5.72,13,4.6,5474,7270,8466.86,4708.81,55.61%,2.74,2.74,2.79,38.93%,20,55220.97
320,QLD,SA,经济型,5.72,13,4.6,5474,7129,8466.86,4384.32,51.78%,2.86,2.86,2.92,37.22%,20,52600.55
320,QLD,WA,经济型,5.72,13,4.6,5474,7634,8466.86,4824.92,56.99%,2.69,2.69,2.74,39.54%,20,56165.21
320,QLD,TAS,经济型,5.72,13,4.6,5474,10148,8466.86,5432.78,64.17%,2.49,2.49,2.53,42.73%,20,61083.01
320,QLD,NT,经济型,5.72,13,4.6,5474,10008,8466.86,5671.65,66.99%,2.41,2.41,2.45,43.98%,20,63015.75
320,QLD,ACT,经济型,5.72,13,4.6,5474,8632,8466.86,4577.23,54.06%,2.78,2.78,2.84,38.24%,20,54161.31
321,QLD,NSW,高端型,0.88,2,9.1,6200,7778,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,VIC,高端型,0.88,2,9.1,6200,6778,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,QLD,高端型,0.88,2,9.1,6200,7270,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,SA,高端型,0.88,2,9.1,6200,7129,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,WA,高端型,0.88,2,9.1,6200,7634,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,TAS,高端型,0.88,2,9.1,6200,10148,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,NT,高端型,0.88,2,9.1,6200,10008,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,ACT,高端型,0.88,2,9.1,6200,8632,1302.59,1302.59,100.00%,11.12,11.12,11.96,7.47%,20,13174.40
321,QLD,NSW,平衡型,0.88,2,6.6,4653,7778,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,VIC,平衡型,0.88,2,6.6,4653,6778,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,QLD,平衡型,0.88,2,6.6,4653,7270,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,SA,平衡型,0.88,2,6.6,4653,7129,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,WA,平衡型,0.88,2,6.6,4653,7634,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,TAS,平衡型,0.88,2,6.6,4653,10148,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,NT,平衡型,0.88,2,6.6,4653,10008,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,ACT,平衡型,0.88,2,6.6,4653,8632,1302.59,1302.59,100.00%,8.76,8.76,9.22,11.05%,20,13174.40
321,QLD,NSW,经济型,0.88,2,4.4,3275,7778,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,VIC,经济型,0.88,2,4.4,3275,6778,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,QLD,经济型,0.88,2,4.4,3275,7270,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,SA,经济型,0.88,2,4.4,3275,7129,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,WA,经济型,0.88,2,4.4,3275,7634,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,TAS,经济型,0.88,2,4.4,3275,10148,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,NT,经济型,0.88,2,4.4,3275,10008,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
321,QLD,ACT,经济型,0.88,2,4.4,3275,8632,1302.59,1302.59,100.00%,6.40,6.40,6.72,16.32%,20,13174.40
