项目类型,屋顶理论最大面板数量,方案,实际面板数量,光伏容量kW,逆变器功率kW,电池可用容量kWh,电池标称容量kWh,面板报价AUD,逆变器报价AUD,电池报价AUD,税前整体报价AUD,GST税费AUD,含税报价AUD,STC_PV补贴AUD,STC电池补贴AUD,VIC州补贴AUD,VIC州无息贷款AUD,NSW_VPP补贴AUD,补贴总计AUD,最终报价AUD,展示下限AUD,展示上限AUD,系统单价AUD每W,扣除电池后单价AUD每W
"储能扩容","42","C","29","12.76","8.6","11.23","12.48","0.00","0.00","10794.25","10794.25","1079.42","11873.67","0.00","4056.00","0.00","0.00","0.00","4056.00","7817.67","7426.79","8208.55","0.6127","0.0846"
"储能扩容","43","A","30","13.20","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.3299","0.1837"
"储能扩容","43","B","30","13.20","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","1.0521","0.1456"
"储能扩容","43","C","30","13.20","8.8","11.62","12.91","0.00","0.00","11166.46","11166.46","1116.65","12283.11","0.00","4212.00","0.00","0.00","0.00","4212.00","8071.11","7667.55","8474.66","0.6114","0.0846"
"储能扩容","44","A","30","13.20","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.3299","0.1837"
"储能扩容","44","B","30","13.20","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","1.0521","0.1456"
"储能扩容","44","C","30","13.20","8.8","11.62","12.91","0.00","0.00","11166.46","11166.46","1116.65","12283.11","0.00","4212.00","0.00","0.00","0.00","4212.00","8071.11","7667.55","8474.66","0.6114","0.0846"
"储能扩容","45","A","31","13.64","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.2870","0.1778"
"储能扩容","45","B","31","13.64","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","1.0182","0.1409"
"储能扩容","45","C","31","13.64","9.1","12.01","13.34","0.00","0.00","11538.68","11538.68","1153.87","12692.55","0.00","4329.00","0.00","0.00","0.00","4329.00","8363.55","7945.37","8781.72","0.6132","0.0846"
"储能扩容","46","A","32","14.08","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.2467","0.1723"
"储能扩容","46","B","32","14.08","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.9864","0.1365"
"储能扩容","46","C","32","14.08","9.4","12.39","13.77","0.00","0.00","11910.89","11910.89","1191.09","13101.98","0.00","4485.00","0.00","0.00","0.00","4485.00","8616.98","8186.13","9047.83","0.6120","0.0846"
"储能扩容","47","A","32","14.08","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.2467","0.1723"
"储能扩容","47","B","32","14.08","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.9864","0.1365"
"储能扩容","47","C","32","14.08","9.4","12.39","13.77","0.00","0.00","11910.89","11910.89","1191.09","13101.98","0.00","4485.00","0.00","0.00","0.00","4485.00","8616.98","8186.13","9047.83","0.6120","0.0846"
"储能扩容","48","A","33","14.52","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.2090","0.1670"
"储能扩容","48","B","33","14.52","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.9565","0.1324"
"储能扩容","48","C","33","14.52","9.7","12.78","14.20","0.00","0.00","12283.11","12283.11","1228.31","13511.42","0.00","4602.00","0.00","0.00","0.00","4602.00","8909.42","8463.95","9354.89","0.6136","0.0846"
"储能扩容","49","A","34","14.96","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.1734","0.1621"
"储能扩容","49","B","34","14.96","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.9284","0.1285"
"储能扩容","49","C","34","14.96","10","13.17","14.63","0.00","0.00","12655.32","12655.32","1265.53","13920.86","0.00","4758.00","0.00","0.00","0.00","4758.00","9162.86","8704.71","9621.00","0.6125","0.0846"
"储能扩容","50","A","35","15.40","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.1399","0.1575"
"储能扩容","50","B","35","15.40","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.9018","0.1248"
"储能扩容","50","C","35","15.40","10.3","13.55","15.06","0.00","0.00","13027.54","13027.54","1302.75","14330.29","0.00","4914.00","0.00","0.00","0.00","4914.00","9416.29","8945.48","9887.11","0.6114","0.0846"
"储能扩容","51","A","35","15.40","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.1399","0.1575"
"储能扩容","51","B","35","15.40","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.9018","0.1248"
"储能扩容","51","C","35","15.40","10.3","13.55","15.06","0.00","0.00","13027.54","13027.54","1302.75","14330.29","0.00","4914.00","0.00","0.00","0.00","4914.00","9416.29","8945.48","9887.11","0.6114","0.0846"
"储能扩容","52","A","36","15.84","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.1082","0.1531"
"储能扩容","52","B","36","15.84","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.8768","0.1213"
"储能扩容","52","C","36","15.84","10.6","13.94","15.49","0.00","0.00","13399.75","13399.75","1339.98","14739.73","0.00","5031.00","0.00","0.00","0.00","5031.00","9708.73","9223.29","10194.17","0.6129","0.0846"
"储能扩容","53","A","37","16.28","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.0783","0.1490"
"储能扩容","53","B","37","16.28","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.8531","0.1181"
"储能扩容","53","C","37","16.28","10.9","14.33","15.92","0.00","0.00","13771.97","13771.97","1377.20","15149.17","0.00","5187.00","0.00","0.00","0.00","5187.00","9962.17","9464.06","10460.27","0.6119","0.0846"
"储能扩容","54","A","37","16.28","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.0783","0.1490"
"储能扩容","54","B","37","16.28","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.8531","0.1181"
"储能扩容","54","C","37","16.28","10.9","14.33","15.92","0.00","0.00","13771.97","13771.97","1377.20","15149.17","0.00","5187.00","0.00","0.00","0.00","5187.00","9962.17","9464.06","10460.27","0.6119","0.0846"
"储能扩容","55","A","38","16.72","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.0499","0.1451"
"储能扩容","55","B","38","16.72","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.8306","0.1150"
"储能扩容","55","C","38","16.72","11.2","14.72","16.35","0.00","0.00","14144.19","14144.19","1414.42","15558.60","0.00","5304.00","0.00","0.00","0.00","5304.00","10254.60","9741.87","10767.33","0.6133","0.0846"
"储能扩容","56","A","39","17.16","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.0230","0.1413"
"储能扩容","56","B","39","17.16","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.8093","0.1120"
"储能扩容","56","C","39","17.16","11.5","15.10","16.78","0.00","0.00","14516.40","14516.40","1451.64","15968.04","0.00","5460.00","0.00","0.00","0.00","5460.00","10508.04","9982.64","11033.44","0.6124","0.0846"
"储能扩容","57","A","39","17.16","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","1.0230","0.1413"
"储能扩容","57","B","39","17.16","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.8093","0.1120"
"储能扩容","57","C","39","17.16","11.5","15.10","16.78","0.00","0.00","14516.40","14516.40","1451.64","15968.04","0.00","5460.00","0.00","0.00","0.00","5460.00","10508.04","9982.64","11033.44","0.6124","0.0846"
"储能扩容","58","A","40","17.60","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9974","0.1378"
"储能扩容","58","B","40","17.60","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7891","0.1092"
"储能扩容","58","C","40","17.60","11.8","15.49","17.21","0.00","0.00","14888.62","14888.62","1488.86","16377.48","0.00","5616.00","0.00","0.00","0.00","5616.00","10761.48","10223.40","11299.55","0.6114","0.0846"
"储能扩容","59","A","41","18.04","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9731","0.1344"
"储能扩容","59","B","41","18.04","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7699","0.1065"
"储能扩容","59","C","41","18.04","12.1","15.88","17.64","0.00","0.00","15260.83","15260.83","1526.08","16786.91","0.00","5733.00","0.00","0.00","0.00","5733.00","11053.91","10501.22","11606.61","0.6127","0.0846"
"储能扩容","60","A","42","18.48","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9499","0.1312"
"储能扩容","60","B","42","18.48","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7515","0.1040"
"储能扩容","60","C","42","18.48","12.4","16.27","18.07","0.00","0.00","15633.05","15633.05","1563.30","17196.35","0.00","5889.00","0.00","0.00","0.00","5889.00","11307.35","10741.98","11872.72","0.6119","0.0846"
"储能扩容","61","A","42","18.48","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9499","0.1312"
"储能扩容","61","B","42","18.48","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7515","0.1040"
"储能扩容","61","C","42","18.48","12.4","16.27","18.07","0.00","0.00","15633.05","15633.05","1563.30","17196.35","0.00","5889.00","0.00","0.00","0.00","5889.00","11307.35","10741.98","11872.72","0.6119","0.0846"
"储能扩容","62","A","43","18.92","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9278","0.1282"
"储能扩容","62","B","43","18.92","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7341","0.1016"
"储能扩容","62","C","43","18.92","12.7","16.65","18.50","0.00","0.00","16005.26","16005.26","1600.53","17605.79","0.00","6006.00","0.00","0.00","0.00","6006.00","11599.79","11019.80","12179.78","0.6131","0.0846"
"储能扩容","63","A","44","19.36","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9067","0.1253"
"储能扩容","63","B","44","19.36","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7174","0.0993"
"储能扩容","63","C","44","19.36","13","17.04","18.93","0.00","0.00","16377.48","16377.48","1637.75","18015.23","0.00","6162.00","0.00","0.00","0.00","6162.00","11853.23","11260.56","12445.89","0.6123","0.0846"
"储能扩容","64","A","44","19.36","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.9067","0.1253"
"储能扩容","64","B","44","19.36","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7174","0.0993"
"储能扩容","64","C","44","19.36","13","17.04","18.93","0.00","0.00","16377.48","16377.48","1637.75","18015.23","0.00","6162.00","0.00","0.00","0.00","6162.00","11853.23","11260.56","12445.89","0.6123","0.0846"
"储能扩容","65","A","45","19.80","9.3","25.24","28.04","0.00","0.00","24254.60","24254.60","2425.46","26680.06","0.00","9126.00","0.00","0.00","0.00","9126.00","17554.06","16676.36","18431.76","0.8866","0.1225"
"储能扩容","65","B","45","19.80","10","20.00","22.22","0.00","0.00","19220.30","19220.30","1922.03","21142.33","0.00","7254.00","0.00","0.00","0.00","7254.00","13888.33","13193.91","14582.75","0.7014","0.0971"
"储能扩容","65","C","45","19.80","13.2","17.43","19.36","0.00","0.00","16749.69","16749.69","1674.97","18424.66","0.00","6318.00","0.00","0.00","0.00","6318.00","12106.66","11501.33","12712.00","0.6114","0.0846"
"储能扩容","66","A","46","20.24","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.5544","0.2151"
"储能扩容","66","B","46","20.24","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.2968","0.1792"
"储能扩容","66","C","46","20.24","13.5","17.81","19.79","0.00","0.00","17121.91","17121.91","1712.19","18834.10","0.00","6435.00","0.00","0.00","0.00","6435.00","12399.10","11779.14","13019.05","0.6126","0.0846"
"储能扩容","67","A","46","20.24","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.5544","0.2151"
"储能扩容","67","B","46","20.24","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.2968","0.1792"
"储能扩容","67","C","46","20.24","13.5","17.81","19.79","0.00","0.00","17121.91","17121.91","1712.19","18834.10","0.00","6435.00","0.00","0.00","0.00","6435.00","12399.10","11779.14","13019.05","0.6126","0.0846"
"储能扩容","68","A","47","20.68","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.5213","0.2105"
"储能扩容","68","B","47","20.68","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.2692","0.1754"
"储能扩容","68","C","47","20.68","13.8","18.20","20.22","0.00","0.00","17494.12","17494.12","1749.41","19243.54","0.00","6591.00","0.00","0.00","0.00","6591.00","12652.54","12019.91","13285.16","0.6118","0.0846"
"储能扩容","69","A","48","21.12","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.4896","0.2061"
"储能扩容","69","B","48","21.12","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.2427","0.1717"
"储能扩容","69","C","48","21.12","14.1","18.59","20.65","0.00","0.00","17866.34","17866.34","1786.63","19652.97","0.00","6708.00","0.00","0.00","0.00","6708.00","12944.97","12297.72","13592.22","0.6129","0.0846"
"储能扩容","70","A","49","21.56","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.4592","0.2019"
"储能扩容","70","B","49","21.56","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.2174","0.1682"
"储能扩容","70","C","49","21.56","14.4","18.98","21.09","0.00","0.00","18238.55","18238.55","1823.86","20062.41","0.00","6864.00","0.00","0.00","0.00","6864.00","13198.41","12538.49","13858.33","0.6122","0.0846"
"储能扩容","71","A","49","21.56","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.4592","0.2019"
"储能扩容","71","B","49","21.56","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.2174","0.1682"
"储能扩容","71","C","49","21.56","14.4","18.98","21.09","0.00","0.00","18238.55","18238.55","1823.86","20062.41","0.00","6864.00","0.00","0.00","0.00","6864.00","13198.41","12538.49","13858.33","0.6122","0.0846"
"储能扩容","72","A","50","22.00","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.4300","0.1978"
"储能扩容","72","B","50","22.00","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1930","0.1649"
"储能扩容","72","C","50","22.00","14.7","19.36","21.52","0.00","0.00","18610.77","18610.77","1861.08","20471.85","0.00","7020.00","0.00","0.00","0.00","7020.00","13451.85","12779.25","14124.44","0.6114","0.0846"
"储能扩容","73","A","51","22.44","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.4020","0.1940"
"储能扩容","73","B","51","22.44","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1696","0.1616"
"储能扩容","73","C","51","22.44","15","19.75","21.95","0.00","0.00","18982.99","18982.99","1898.30","20881.28","0.00","7137.00","0.00","0.00","0.00","7137.00","13744.28","13057.07","14431.50","0.6125","0.0846"
"储能扩容","74","A","51","22.44","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.4020","0.1940"
"储能扩容","74","B","51","22.44","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1696","0.1616"
"储能扩容","74","C","51","22.44","15","19.75","21.95","0.00","0.00","18982.99","18982.99","1898.30","20881.28","0.00","7137.00","0.00","0.00","0.00","7137.00","13744.28","13057.07","14431.50","0.6125","0.0846"
"储能扩容","75","A","52","22.88","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.3750","0.1902"
"储能扩容","75","B","52","22.88","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1471","0.1585"
"储能扩容","75","C","52","22.88","15.3","20.14","22.38","0.00","0.00","19355.20","19355.20","1935.52","21290.72","0.00","7293.00","0.00","0.00","0.00","7293.00","13997.72","13297.83","14697.61","0.6118","0.0846"
"储能扩容","76","A","53","23.32","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.3491","0.1867"
"储能扩容","76","B","53","23.32","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1255","0.1555"
"储能扩容","76","C","53","23.32","15.6","20.53","22.81","0.00","0.00","19727.42","19727.42","1972.74","21700.16","0.00","7410.00","0.00","0.00","0.00","7410.00","14290.16","13575.65","15004.67","0.6128","0.0846"
"储能扩容","77","A","53","23.32","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.3491","0.1867"
"储能扩容","77","B","53","23.32","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1255","0.1555"
"储能扩容","77","C","53","23.32","15.6","20.53","22.81","0.00","0.00","19727.42","19727.42","1972.74","21700.16","0.00","7410.00","0.00","0.00","0.00","7410.00","14290.16","13575.65","15004.67","0.6128","0.0846"
"储能扩容","78","A","54","23.76","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.3241","0.1832"
"储能扩容","78","B","54","23.76","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.1046","0.1526"
"储能扩容","78","C","54","23.76","15.9","20.91","23.24","0.00","0.00","20099.63","20099.63","2009.96","22109.59","0.00","7566.00","0.00","0.00","0.00","7566.00","14543.59","13816.41","15270.77","0.6121","0.0846"
"储能扩容","79","A","55","24.20","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.3000","0.1799"
"储能扩容","79","B","55","24.20","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0846","0.1499"
"储能扩容","79","C","55","24.20","16.2","21.30","23.67","0.00","0.00","20471.85","20471.85","2047.18","22519.03","0.00","7722.00","0.00","0.00","0.00","7722.00","14797.03","14057.18","15536.88","0.6114","0.0846"
"储能扩容","80","A","56","24.64","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.2768","0.1767"
"储能扩容","80","B","56","24.64","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0652","0.1472"
"储能扩容","80","C","56","24.64","16.5","21.69","24.10","0.00","0.00","20844.06","20844.06","2084.41","22928.47","0.00","7839.00","0.00","0.00","0.00","7839.00","15089.47","14335.00","15843.94","0.6124","0.0846"
"储能扩容","81","A","56","24.64","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.2768","0.1767"
"储能扩容","81","B","56","24.64","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0652","0.1472"
"储能扩容","81","C","56","24.64","16.5","21.69","24.10","0.00","0.00","20844.06","20844.06","2084.41","22928.47","0.00","7839.00","0.00","0.00","0.00","7839.00","15089.47","14335.00","15843.94","0.6124","0.0846"
"储能扩容","82","A","57","25.08","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.2544","0.1736"
"储能扩容","82","B","57","25.08","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0465","0.1446"
"储能扩容","82","C","57","25.08","16.8","22.07","24.53","0.00","0.00","21216.28","21216.28","2121.63","23337.91","0.00","7995.00","0.00","0.00","0.00","7995.00","15342.91","14575.76","16110.05","0.6118","0.0846"
"储能扩容","83","A","58","25.52","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.2328","0.1706"
"储能扩容","83","B","58","25.52","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0285","0.1421"
"储能扩容","83","C","58","25.52","17.1","22.46","24.96","0.00","0.00","21588.49","21588.49","2158.85","23747.34","0.00","8112.00","0.00","0.00","0.00","8112.00","15635.34","14853.58","16417.11","0.6127","0.0846"
"储能扩容","84","A","58","25.52","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.2328","0.1706"
"储能扩容","84","B","58","25.52","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0285","0.1421"
"储能扩容","84","C","58","25.52","17.1","22.46","24.96","0.00","0.00","21588.49","21588.49","2158.85","23747.34","0.00","8112.00","0.00","0.00","0.00","8112.00","15635.34","14853.58","16417.11","0.6127","0.0846"
