项目类型,屋顶理论最大面板数量,方案,州领地,实际面板数量,光伏容量kW,逆变器功率kW,电池标称容量kWh,总投资成本AUD,电池更换成本AUD,年度用电量kWh,自用率百分比,回本周期月数,回本周期年数,贴现回本周期月数,贴现回本周期年数,IRR_20年
"新建系统","29","B","WA","26","11.44","7.22","17.33","25508.61","14990.45","7634","41.99","154.4","12.86","204.8","17.06","6.47%"
"新建系统","29","B","TAS","26","11.44","7.22","17.33","25508.61","14990.45","10148","53.50","132.9","11.08","166.3","13.86","8.94%"
"新建系统","29","B","ACT","26","11.44","7.22","17.33","25508.61","14990.45","8632","46.30","145.5","12.13","188.4","15.70","7.42%"
"新建系统","29","B","NT","26","11.44","7.22","17.33","25508.61","14990.45","10008","53.48","133.0","11.08","166.4","13.86","8.94%"
"新建系统","29","C","NSW","26","11.44","7.7","11.19","19812.32","9677.60","7778","39.05","122.2","10.18","150.2","12.52","10.14%"
"新建系统","29","C","VIC","26","11.44","7.7","11.19","19812.32","9677.60","6778","36.10","127.9","10.66","159.5","13.29","9.35%"
"新建系统","29","C","QLD","26","11.44","7.7","11.19","19812.32","9677.60","7270","39.07","122.0","10.17","150.1","12.51","10.14%"
"新建系统","29","C","SA","26","11.44","7.7","11.19","19812.32","9677.60","7129","37.29","125.6","10.47","155.7","12.97","9.67%"
"新建系统","29","C","WA","26","11.44","7.7","11.19","19812.32","9677.60","7634","39.80","120.8","10.06","147.9","12.33","10.34%"
"新建系统","29","C","TAS","26","11.44","7.7","11.19","19812.32","9677.60","10148","44.13","110.9","9.24","136.4","11.36","11.47%"
"新建系统","29","C","ACT","26","11.44","7.7","11.19","19812.32","9677.60","8632","38.94","122.4","10.20","150.6","12.55","10.11%"
"新建系统","29","C","NT","26","11.44","7.7","11.19","19812.32","9677.60","10008","45.59","107.9","8.99","132.8","11.06","11.84%"
"新建系统","30","A","NSW","27","11.88","9.99","29.33","38041.13","25370.45","7778","41.48","218.8","18.23","N/A","N/A","1.30%"
"新建系统","30","A","VIC","27","11.88","9.99","29.33","38041.13","25370.45","6778","36.16","235.4","19.62","N/A","N/A","0.27%"
"新建系统","30","A","QLD","27","11.88","9.99","29.33","38041.13","25370.45","7270","38.66","227.4","18.95","N/A","N/A","0.76%"
"新建系统","30","A","SA","27","11.88","9.99","29.33","38041.13","25370.45","7129","38.31","228.4","19.03","N/A","N/A","0.69%"
"新建系统","30","A","WA","27","11.88","9.99","29.33","38041.13","25370.45","7634","40.51","221.8","18.48","N/A","N/A","1.11%"
"新建系统","30","A","TAS","27","11.88","9.99","29.33","38041.13","25370.45","10148","53.14","189.5","15.80","N/A","N/A","3.39%"
"新建系统","30","A","ACT","27","11.88","9.99","29.33","38041.13","25370.45","8632","45.37","208.2","17.35","N/A","N/A","2.02%"
"新建系统","30","A","NT","27","11.88","9.99","29.33","38041.13","25370.45","10008","52.49","191.1","15.92","N/A","N/A","3.28%"
"新建系统","30","B","NSW","27","11.88","7.22","17.33","25769.97","14990.45","7778","41.48","151.3","12.61","199.2","16.60","6.77%"
"新建系统","30","B","VIC","27","11.88","7.22","17.33","25769.97","14990.45","6778","36.16","163.6","13.63","223.3","18.61","5.54%"
"新建系统","30","B","QLD","27","11.88","7.22","17.33","25769.97","14990.45","7270","38.66","157.5","13.12","211.3","17.61","6.12%"
"新建系统","30","B","SA","27","11.88","7.22","17.33","25769.97","14990.45","7129","38.31","158.4","13.20","212.8","17.73","6.04%"
"新建系统","30","B","WA","27","11.88","7.22","17.33","25769.97","14990.45","7634","40.51","153.4","12.78","203.2","16.94","6.55%"
"新建系统","30","B","TAS","27","11.88","7.22","17.33","25769.97","14990.45","10148","51.60","132.4","11.04","165.4","13.79","9.00%"
"新建系统","30","B","ACT","27","11.88","7.22","17.33","25769.97","14990.45","8632","44.66","144.8","12.07","187.2","15.60","7.49%"
"新建系统","30","B","NT","27","11.88","7.22","17.33","25769.97","14990.45","10008","51.58","132.5","11.04","165.5","13.79","8.99%"
"新建系统","30","C","NSW","27","11.88","8","11.62","20575.52","10049.82","7778","38.39","123.4","10.28","152.2","12.68","9.96%"
"新建系统","30","C","VIC","27","11.88","8","11.62","20575.52","10049.82","6778","35.15","129.9","10.83","162.9","13.57","9.09%"
"新建系统","30","C","QLD","27","11.88","8","11.62","20575.52","10049.82","7270","38.09","123.8","10.32","153.2","12.77","9.88%"
"新建系统","30","C","SA","27","11.88","8","11.62","20575.52","10049.82","7129","36.43","127.3","10.61","158.4","13.20","9.44%"
"新建系统","30","C","WA","27","11.88","8","11.62","20575.52","10049.82","7634","38.83","122.5","10.21","150.8","12.57","10.08%"
"新建系统","30","C","TAS","27","11.88","8","11.62","20575.52","10049.82","10148","43.35","112.8","9.40","138.4","11.53","11.27%"
"新建系统","30","C","ACT","27","11.88","8","11.62","20575.52","10049.82","8632","38.35","123.5","10.29","152.3","12.70","9.95%"
"新建系统","30","C","NT","27","11.88","8","11.62","20575.52","10049.82","10008","44.76","109.6","9.13","134.8","11.23","11.63%"
"新建系统","31","A","NSW","27","11.88","9.99","29.33","38041.13","25370.45","7778","41.48","218.8","18.23","N/A","N/A","1.30%"
"新建系统","31","A","VIC","27","11.88","9.99","29.33","38041.13","25370.45","6778","36.16","235.4","19.62","N/A","N/A","0.27%"
"新建系统","31","A","QLD","27","11.88","9.99","29.33","38041.13","25370.45","7270","38.66","227.4","18.95","N/A","N/A","0.76%"
"新建系统","31","A","SA","27","11.88","9.99","29.33","38041.13","25370.45","7129","38.31","228.4","19.03","N/A","N/A","0.69%"
"新建系统","31","A","WA","27","11.88","9.99","29.33","38041.13","25370.45","7634","40.51","221.8","18.48","N/A","N/A","1.11%"
"新建系统","31","A","TAS","27","11.88","9.99","29.33","38041.13","25370.45","10148","53.14","189.5","15.80","N/A","N/A","3.39%"
"新建系统","31","A","ACT","27","11.88","9.99","29.33","38041.13","25370.45","8632","45.37","208.2","17.35","N/A","N/A","2.02%"
"新建系统","31","A","NT","27","11.88","9.99","29.33","38041.13","25370.45","10008","52.49","191.1","15.92","N/A","N/A","3.28%"
"新建系统","31","B","NSW","27","11.88","7.22","17.33","25769.97","14990.45","7778","41.48","151.3","12.61","199.2","16.60","6.77%"
"新建系统","31","B","VIC","27","11.88","7.22","17.33","25769.97","14990.45","6778","36.16","163.6","13.63","223.3","18.61","5.54%"
"新建系统","31","B","QLD","27","11.88","7.22","17.33","25769.97","14990.45","7270","38.66","157.5","13.12","211.3","17.61","6.12%"
"新建系统","31","B","SA","27","11.88","7.22","17.33","25769.97","14990.45","7129","38.31","158.4","13.20","212.8","17.73","6.04%"
"新建系统","31","B","WA","27","11.88","7.22","17.33","25769.97","14990.45","7634","40.51","153.4","12.78","203.2","16.94","6.55%"
"新建系统","31","B","TAS","27","11.88","7.22","17.33","25769.97","14990.45","10148","51.60","132.4","11.04","165.4","13.79","9.00%"
"新建系统","31","B","ACT","27","11.88","7.22","17.33","25769.97","14990.45","8632","44.66","144.8","12.07","187.2","15.60","7.49%"
"新建系统","31","B","NT","27","11.88","7.22","17.33","25769.97","14990.45","10008","51.58","132.5","11.04","165.5","13.79","8.99%"
"新建系统","31","C","NSW","27","11.88","8","11.62","20575.52","10049.82","7778","38.39","123.4","10.28","152.2","12.68","9.96%"
"新建系统","31","C","VIC","27","11.88","8","11.62","20575.52","10049.82","6778","35.15","129.9","10.83","162.9","13.57","9.09%"
"新建系统","31","C","QLD","27","11.88","8","11.62","20575.52","10049.82","7270","38.09","123.8","10.32","153.2","12.77","9.88%"
"新建系统","31","C","SA","27","11.88","8","11.62","20575.52","10049.82","7129","36.43","127.3","10.61","158.4","13.20","9.44%"
"新建系统","31","C","WA","27","11.88","8","11.62","20575.52","10049.82","7634","38.83","122.5","10.21","150.8","12.57","10.08%"
"新建系统","31","C","TAS","27","11.88","8","11.62","20575.52","10049.82","10148","43.35","112.8","9.40","138.4","11.53","11.27%"
"新建系统","31","C","ACT","27","11.88","8","11.62","20575.52","10049.82","8632","38.35","123.5","10.29","152.3","12.70","9.95%"
"新建系统","31","C","NT","27","11.88","8","11.62","20575.52","10049.82","10008","44.76","109.6","9.13","134.8","11.23","11.63%"
"新建系统","32","A","NSW","28","12.32","9.3","28.04","36862.54","24254.60","7778","40.07","210.2","17.52","N/A","N/A","1.87%"
"新建系统","32","A","VIC","28","12.32","9.3","28.04","36862.54","24254.60","6778","34.94","226.1","18.84","N/A","N/A","0.83%"
"新建系统","32","A","QLD","28","12.32","9.3","28.04","36862.54","24254.60","7270","37.36","218.1","18.17","N/A","N/A","1.33%"
"新建系统","32","A","SA","28","12.32","9.3","28.04","36862.54","24254.60","7129","37.01","219.4","18.28","N/A","N/A","1.26%"
"新建系统","32","A","WA","28","12.32","9.3","28.04","36862.54","24254.60","7634","39.14","212.8","17.73","N/A","N/A","1.69%"
"新建系统","32","A","TAS","28","12.32","9.3","28.04","36862.54","24254.60","10148","51.31","182.2","15.18","N/A","N/A","3.98%"
"新建系统","32","A","ACT","28","12.32","9.3","28.04","36862.54","24254.60","8632","43.82","199.8","16.65","N/A","N/A","2.60%"
"新建系统","32","A","NT","28","12.32","9.3","28.04","36862.54","24254.60","10008","50.69","183.7","15.31","N/A","N/A","3.86%"
"新建系统","32","B","NSW","28","12.32","10","22.22","31540.41","19220.30","7778","40.07","180.3","15.03","N/A","N/A","4.09%"
"新建系统","32","B","VIC","28","12.32","10","22.22","31540.41","19220.30","6778","34.94","194.3","16.19","N/A","N/A","2.98%"
"新建系统","32","B","QLD","28","12.32","10","22.22","31540.41","19220.30","7270","37.36","187.6","15.63","N/A","N/A","3.51%"
"新建系统","32","B","SA","28","12.32","10","22.22","31540.41","19220.30","7129","37.01","188.4","15.70","N/A","N/A","3.43%"
"新建系统","32","B","WA","28","12.32","10","22.22","31540.41","19220.30","7634","39.14","182.7","15.23","N/A","N/A","3.89%"
"新建系统","32","B","TAS","28","12.32","10","22.22","31540.41","19220.30","10148","51.31","155.8","12.98","207.0","17.25","6.36%"
"新建系统","32","B","ACT","28","12.32","10","22.22","31540.41","19220.30","8632","43.82","171.3","14.28","238.4","19.87","4.87%"
"新建系统","32","B","NT","28","12.32","10","22.22","31540.41","19220.30","10008","50.69","156.9","13.08","209.4","17.45","6.24%"
"新建系统","32","C","NSW","28","12.32","8.3","12.05","21338.71","10422.03","7778","37.61","125.0","10.41","154.7","12.89","9.76%"
"新建系统","32","C","VIC","28","12.32","8.3","12.05","21338.71","10422.03","6778","34.15","132.0","11.00","166.5","13.88","8.82%"
"新建系统","32","C","QLD","28","12.32","8.3","12.05","21338.71","10422.03","7270","37.01","126.1","10.51","156.5","13.04","9.59%"
"新建系统","32","C","SA","28","12.32","8.3","12.05","21338.71","10422.03","7129","35.57","129.0","10.75","161.4","13.45","9.20%"
"新建系统","32","C","WA","28","12.32","8.3","12.05","21338.71","10422.03","7634","37.89","124.4","10.37","153.7","12.81","9.83%"
"新建系统","32","C","TAS","28","12.32","8.3","12.05","21338.71","10422.03","10148","42.62","114.4","9.54","140.2","11.68","11.08%"
"新建系统","32","C","ACT","28","12.32","8.3","12.05","21338.71","10422.03","8632","37.80","124.6","10.38","154.1","12.84","9.81%"
"新建系统","32","C","NT","28","12.32","8.3","12.05","21338.71","10422.03","10008","43.98","111.3","9.27","136.8","11.40","11.43%"
"新建系统","33","A","NSW","29","12.76","9.3","28.04","37123.90","24254.60","7778","38.76","208.9","17.40","N/A","N/A","1.97%"
"新建系统","33","A","VIC","29","12.76","9.3","28.04","37123.90","24254.60","6778","33.80","224.2","18.69","N/A","N/A","0.94%"
"新建系统","33","A","QLD","29","12.76","9.3","28.04","37123.90","24254.60","7270","36.14","216.6","18.05","N/A","N/A","1.43%"
"新建系统","33","A","SA","29","12.76","9.3","28.04","37123.90","24254.60","7129","35.79","217.7","18.14","N/A","N/A","1.36%"
"新建系统","33","A","WA","29","12.76","9.3","28.04","37123.90","24254.60","7634","37.86","211.3","17.61","N/A","N/A","1.79%"
"新建系统","33","A","TAS","29","12.76","9.3","28.04","37123.90","24254.60","10148","49.61","181.2","15.10","N/A","N/A","4.05%"
"新建系统","33","A","ACT","29","12.76","9.3","28.04","37123.90","24254.60","8632","42.38","198.7","16.55","N/A","N/A","2.69%"
"新建系统","33","A","NT","29","12.76","9.3","28.04","37123.90","24254.60","10008","49.01","182.6","15.22","N/A","N/A","3.94%"
"新建系统","33","B","NSW","29","12.76","10","22.22","31801.77","19220.30","7778","38.76","179.2","14.93","N/A","N/A","4.18%"
"新建系统","33","B","VIC","29","12.76","10","22.22","31801.77","19220.30","6778","33.80","192.9","16.08","N/A","N/A","3.08%"
"新建系统","33","B","QLD","29","12.76","10","22.22","31801.77","19220.30","7270","36.14","186.2","15.52","N/A","N/A","3.60%"
"新建系统","33","B","SA","29","12.76","10","22.22","31801.77","19220.30","7129","35.79","187.2","15.60","N/A","N/A","3.53%"
"新建系统","33","B","WA","29","12.76","10","22.22","31801.77","19220.30","7634","37.86","181.5","15.12","N/A","N/A","3.98%"
"新建系统","33","B","TAS","29","12.76","10","22.22","31801.77","19220.30","10148","49.61","155.0","12.92","205.6","17.13","6.43%"
"新建系统","33","B","ACT","29","12.76","10","22.22","31801.77","19220.30","8632","42.38","170.3","14.19","236.3","19.69","4.95%"
"新建系统","33","B","NT","29","12.76","10","22.22","31801.77","19220.30","10008","49.01","156.2","13.02","208.0","17.34","6.31%"
"新建系统","33","C","NSW","29","12.76","8.6","12.48","22101.91","10794.25","7778","36.81","126.6","10.55","157.1","13.09","9.54%"
"新建系统","33","C","VIC","29","12.76","8.6","12.48","22101.91","10794.25","6778","33.23","134.0","11.16","169.9","14.16","8.56%"
"新建系统","33","C","QLD","29","12.76","8.6","12.48","22101.91","10794.25","7270","35.94","128.4","10.70","159.9","13.32","9.30%"
"新建系统","33","C","SA","29","12.76","8.6","12.48","22101.91","10794.25","7129","34.72","130.8","10.90","164.4","13.70","8.97%"
"新建系统","33","C","WA","29","12.76","8.6","12.48","22101.91","10794.25","7634","36.89","126.4","10.53","156.9","13.07","9.56%"
"新建系统","33","C","TAS","29","12.76","8.6","12.48","22101.91","10794.25","10148","41.95","115.9","9.66","142.0","11.83","10.90%"
"新建系统","33","C","ACT","29","12.76","8.6","12.48","22101.91","10794.25","8632","37.29","125.6","10.47","155.7","12.97","9.67%"
"新建系统","33","C","NT","29","12.76","8.6","12.48","22101.91","10794.25","10008","43.26","113.0","9.42","138.6","11.55","11.24%"
"新建系统","34","A","NSW","30","13.20","9.3","28.04","37385.26","24254.60","7778","37.53","207.3","17.28","N/A","N/A","2.07%"
"新建系统","34","A","VIC","30","13.20","9.3","28.04","37385.26","24254.60","6778","32.74","222.6","18.55","N/A","N/A","1.05%"
"新建系统","34","A","QLD","30","13.20","9.3","28.04","37385.26","24254.60","7270","35.00","215.2","17.94","N/A","N/A","1.53%"
"新建系统","34","A","SA","30","13.20","9.3","28.04","37385.26","24254.60","7129","34.64","216.3","18.02","N/A","N/A","1.46%"
"新建系统","34","A","WA","30","13.20","9.3","28.04","37385.26","24254.60","7634","36.66","210.0","17.50","N/A","N/A","1.88%"
"新建系统","34","A","TAS","30","13.20","9.3","28.04","37385.26","24254.60","10148","48.03","180.3","15.02","N/A","N/A","4.13%"
"新建系统","34","A","ACT","30","13.20","9.3","28.04","37385.26","24254.60","8632","41.03","197.5","16.46","N/A","N/A","2.78%"
"新建系统","34","A","NT","30","13.20","9.3","28.04","37385.26","24254.60","10008","47.44","181.6","15.13","N/A","N/A","4.02%"
"新建系统","34","B","NSW","30","13.20","10","22.22","32063.13","19220.30","7778","37.53","178.1","14.84","N/A","N/A","4.27%"
"新建系统","34","B","VIC","30","13.20","10","22.22","32063.13","19220.30","6778","32.74","191.6","15.97","N/A","N/A","3.18%"
"新建系统","34","B","QLD","30","13.20","10","22.22","32063.13","19220.30","7270","35.00","184.8","15.40","N/A","N/A","3.70%"
"新建系统","34","B","SA","30","13.20","10","22.22","32063.13","19220.30","7129","34.64","186.1","15.51","N/A","N/A","3.62%"
"新建系统","34","B","WA","30","13.20","10","22.22","32063.13","19220.30","7634","36.66","180.4","15.03","N/A","N/A","4.07%"
"新建系统","34","B","TAS","30","13.20","10","22.22","32063.13","19220.30","10148","48.03","154.3","12.85","204.4","17.03","6.50%"
"新建系统","34","B","ACT","30","13.20","10","22.22","32063.13","19220.30","8632","41.03","169.3","14.11","234.5","19.55","5.03%"
"新建系统","34","B","NT","30","13.20","10","22.22","32063.13","19220.30","10008","47.44","155.5","12.95","206.6","17.21","6.38%"
"新建系统","34","C","NSW","30","13.20","8.8","12.91","22834.31","11166.46","7778","36.01","128.0","10.67","159.7","13.31","9.34%"
"新建系统","34","C","VIC","30","13.20","8.8","12.91","22834.31","11166.46","6778","32.33","136.0","11.33","173.4","14.45","8.33%"
"新建系统","34","C","QLD","30","13.20","8.8","12.91","22834.31","11166.46","7270","34.88","130.5","10.87","163.7","13.64","9.03%"
"新建系统","34","C","SA","30","13.20","8.8","12.91","22834.31","11166.46","7129","33.79","132.7","11.05","167.7","13.97","8.73%"
"新建系统","34","C","WA","30","13.20","8.8","12.91","22834.31","11166.46","7634","35.91","128.2","10.68","160.1","13.34","9.31%"
"新建系统","34","C","TAS","30","13.20","8.8","12.91","22834.31","11166.46","10148","41.32","117.3","9.78","143.5","11.96","10.75%"
"新建系统","34","C","ACT","30","13.20","8.8","12.91","22834.31","11166.46","8632","36.82","126.5","10.54","157.0","13.08","9.56%"
"新建系统","34","C","NT","30","13.20","8.8","12.91","22834.31","11166.46","10008","42.58","114.4","9.53","140.1","11.68","11.08%"
"新建系统","35","A","NSW","31","13.64","9.3","28.04","37646.62","24254.60","7778","36.39","205.9","17.16","N/A","N/A","2.16%"
"新建系统","35","A","VIC","31","13.64","9.3","28.04","37646.62","24254.60","6778","31.75","221.0","18.42","N/A","N/A","1.15%"
"新建系统","35","A","QLD","31","13.64","9.3","28.04","37646.62","24254.60","7270","33.93","213.7","17.81","N/A","N/A","1.63%"
"新建系统","35","A","SA","31","13.64","9.3","28.04","37646.62","24254.60","7129","33.56","214.8","17.90","N/A","N/A","1.55%"
"新建系统","35","A","WA","31","13.64","9.3","28.04","37646.62","24254.60","7634","35.54","208.6","17.38","N/A","N/A","1.98%"
"新建系统","35","A","TAS","31","13.64","9.3","28.04","37646.62","24254.60","10148","46.54","179.4","14.95","N/A","N/A","4.21%"
"新建系统","35","A","ACT","31","13.64","9.3","28.04","37646.62","24254.60","8632","39.77","196.3","16.36","N/A","N/A","2.86%"
"新建系统","35","A","NT","31","13.64","9.3","28.04","37646.62","24254.60","10008","45.97","180.6","15.05","N/A","N/A","4.10%"
"新建系统","35","B","NSW","31","13.64","10","22.22","32324.49","19220.30","7778","36.39","176.9","14.74","N/A","N/A","4.36%"
"新建系统","35","B","VIC","31","13.64","10","22.22","32324.49","19220.30","6778","31.75","190.3","15.86","N/A","N/A","3.28%"
"新建系统","35","B","QLD","31","13.64","10","22.22","32324.49","19220.30","7270","33.93","183.5","15.29","N/A","N/A","3.79%"
"新建系统","35","B","SA","31","13.64","10","22.22","32324.49","19220.30","7129","33.56","184.9","15.41","N/A","N/A","3.71%"
"新建系统","35","B","WA","31","13.64","10","22.22","32324.49","19220.30","7634","35.54","179.3","14.94","N/A","N/A","4.16%"
"新建系统","35","B","TAS","31","13.64","10","22.22","32324.49","19220.30","10148","46.54","153.5","12.79","203.1","16.93","6.56%"
"新建系统","35","B","ACT","31","13.64","10","22.22","32324.49","19220.30","8632","39.77","168.4","14.03","232.8","19.40","5.11%"
"新建系统","35","B","NT","31","13.64","10","22.22","32324.49","19220.30","10008","45.97","154.7","12.89","205.2","17.10","6.45%"
"新建系统","35","C","NSW","31","13.64","9.1","13.34","23597.51","11538.68","7778","35.24","129.6","10.80","162.4","13.54","9.13%"
"新建系统","35","C","VIC","31","13.64","9.1","13.34","23597.51","11538.68","6778","31.46","138.1","11.51","176.8","14.74","8.08%"
"新建系统","35","C","QLD","31","13.64","9.1","13.34","23597.51","11538.68","7270","33.87","132.5","11.04","167.4","13.95","8.75%"
"新建系统","35","C","SA","31","13.64","9.1","13.34","23597.51","11538.68","7129","32.91","134.6","11.21","170.9","14.25","8.49%"
"新建系统","35","C","WA","31","13.64","9.1","13.34","23597.51","11538.68","7634","34.98","130.2","10.85","163.3","13.61","9.06%"
"新建系统","35","C","TAS","31","13.64","9.1","13.34","23597.51","11538.68","10148","40.73","118.8","9.90","145.1","12.09","10.60%"
"新建系统","35","C","ACT","31","13.64","9.1","13.34","23597.51","11538.68","8632","36.35","127.4","10.62","158.5","13.21","9.43%"
"新建系统","35","C","NT","31","13.64","9.1","13.34","23597.51","11538.68","10008","41.95","115.8","9.65","141.8","11.82","10.92%"
"新建系统","36","A","NSW","32","14.08","9.3","28.04","37907.98","24254.60","7778","35.31","204.5","17.05","N/A","N/A","2.25%"
"新建系统","36","A","VIC","32","14.08","9.3","28.04","37907.98","24254.60","6778","30.82","219.3","18.27","N/A","N/A","1.26%"
"新建系统","36","A","QLD","32","14.08","9.3","28.04","37907.98","24254.60","7270","32.94","212.2","17.69","N/A","N/A","1.73%"
"新建系统","36","A","SA","32","14.08","9.3","28.04","37907.98","24254.60","7129","32.55","213.3","17.78","N/A","N/A","1.65%"
"新建系统","36","A","WA","32","14.08","9.3","28.04","37907.98","24254.60","7634","34.49","207.1","17.26","N/A","N/A","2.08%"
"新建系统","36","A","TAS","32","14.08","9.3","28.04","37907.98","24254.60","10148","45.15","178.4","14.87","N/A","N/A","4.28%"
"新建系统","36","A","ACT","32","14.08","9.3","28.04","37907.98","24254.60","8632","38.59","195.0","16.25","N/A","N/A","2.95%"
"新建系统","36","A","NT","32","14.08","9.3","28.04","37907.98","24254.60","10008","44.60","179.7","14.98","N/A","N/A","4.17%"
"新建系统","36","B","NSW","32","14.08","10","22.22","32585.85","19220.30","7778","35.31","175.8","14.65","N/A","N/A","4.44%"
"新建系统","36","B","VIC","32","14.08","10","22.22","32585.85","19220.30","6778","30.82","188.9","15.74","N/A","N/A","3.38%"
"新建系统","36","B","QLD","32","14.08","10","22.22","32585.85","19220.30","7270","32.94","182.3","15.19","N/A","N/A","3.88%"
"新建系统","36","B","SA","32","14.08","10","22.22","32585.85","19220.30","7129","32.55","183.7","15.31","N/A","N/A","3.79%"
"新建系统","36","B","WA","32","14.08","10","22.22","32585.85","19220.30","7634","34.49","178.1","14.84","N/A","N/A","4.25%"
"新建系统","36","B","TAS","32","14.08","10","22.22","32585.85","19220.30","10148","45.15","152.7","12.73","201.8","16.82","6.63%"
"新建系统","36","B","ACT","32","14.08","10","22.22","32585.85","19220.30","8632","38.59","167.5","13.96","230.9","19.24","5.19%"
"新建系统","36","B","NT","32","14.08","10","22.22","32585.85","19220.30","10008","44.60","153.9","12.83","204.0","17.00","6.51%"
"新建系统","36","C","NSW","32","14.08","9.4","13.77","24360.70","11910.89","7778","34.39","131.5","10.95","165.5","13.79","8.89%"
"新建系统","36","C","VIC","32","14.08","9.4","13.77","24360.70","11910.89","6778","30.65","139.9","11.66","180.3","15.03","7.85%"
"新建系统","36","C","QLD","32","14.08","9.4","13.77","24360.70","11910.89","7270","32.92","134.4","11.20","170.7","14.23","8.49%"
"新建系统","36","C","SA","32","14.08","9.4","13.77","24360.70","11910.89","7129","32.08","136.6","11.38","174.4","14.53","8.25%"
"新建系统","36","C","WA","32","14.08","9.4","13.77","24360.70","11910.89","7634","34.08","132.1","11.01","166.6","13.88","8.81%"
"新建系统","36","C","TAS","32","14.08","9.4","13.77","24360.70","11910.89","10148","40.17","120.1","10.01","146.7","12.22","10.45%"
"新建系统","36","C","ACT","32","14.08","9.4","13.77","24360.70","11910.89","8632","35.83","128.4","10.70","160.4","13.36","9.29%"
"新建系统","36","C","NT","32","14.08","9.4","13.77","24360.70","11910.89","10008","41.33","117.3","9.78","143.5","11.96","10.75%"
"新建系统","37","A","NSW","33","14.52","9.3","28.04","38169.34","24254.60","7778","34.30","203.3","16.94","N/A","N/A","2.34%"
"新建系统","37","A","VIC","33","14.52","9.3","28.04","38169.34","24254.60","6778","29.94","217.7","18.14","N/A","N/A","1.36%"
"新建系统","37","A","QLD","33","14.52","9.3","28.04","38169.34","24254.60","7270","31.99","210.7","17.56","N/A","N/A","1.83%"
"新建系统","37","A","SA","33","14.52","9.3","28.04","38169.34","24254.60","7129","31.61","211.9","17.66","N/A","N/A","1.74%"
"新建系统","37","A","WA","33","14.52","9.3","28.04","38169.34","24254.60","7634","33.50","205.7","17.14","N/A","N/A","2.17%"
"新建系统","37","A","TAS","33","14.52","9.3","28.04","38169.34","24254.60","10148","43.84","177.4","14.79","N/A","N/A","4.35%"
"新建系统","37","A","ACT","33","14.52","9.3","28.04","38169.34","24254.60","8632","37.48","193.8","16.15","N/A","N/A","3.04%"
"新建系统","37","A","NT","33","14.52","9.3","28.04","38169.34","24254.60","10008","43.31","178.8","14.90","N/A","N/A","4.25%"
"新建系统","37","B","NSW","33","14.52","10","22.22","32847.21","19220.30","7778","34.30","174.8","14.57","N/A","N/A","4.53%"
"新建系统","37","B","VIC","33","14.52","10","22.22","32847.21","19220.30","6778","29.94","187.6","15.64","N/A","N/A","3.47%"
"新建系统","37","B","QLD","33","14.52","10","22.22","32847.21","19220.30","7270","31.99","181.3","15.11","N/A","N/A","3.97%"
"新建系统","37","B","SA","33","14.52","10","22.22","32847.21","19220.30","7129","31.61","182.5","15.21","N/A","N/A","3.88%"
"新建系统","37","B","WA","33","14.52","10","22.22","32847.21","19220.30","7634","33.50","177.0","14.75","N/A","N/A","4.34%"
"新建系统","37","B","TAS","33","14.52","10","22.22","32847.21","19220.30","10148","43.84","152.0","12.67","200.6","16.71","6.69%"
"新建系统","37","B","ACT","33","14.52","10","22.22","32847.21","19220.30","8632","37.48","166.6","13.88","229.1","19.09","5.27%"
"新建系统","37","B","NT","33","14.52","10","22.22","32847.21","19220.30","10008","43.31","153.2","12.77","202.8","16.90","6.58%"
"新建系统","37","C","NSW","33","14.52","9.7","14.20","25123.90","12283.11","7778","33.56","133.1","11.09","168.5","14.04","8.67%"
"新建系统","37","C","VIC","33","14.52","9.7","14.20","25123.90","12283.11","6778","29.88","141.8","11.82","183.8","15.32","7.63%"
"新建系统","37","C","QLD","33","14.52","9.7","14.20","25123.90","12283.11","7270","31.99","136.6","11.38","174.7","14.56","8.23%"
"新建系统","37","C","SA","33","14.52","9.7","14.20","25123.90","12283.11","7129","31.25","138.5","11.55","177.8","14.82","8.02%"
"新建系统","37","C","WA","33","14.52","9.7","14.20","25123.90","12283.11","7634","33.21","133.9","11.16","169.8","14.15","8.57%"
"新建系统","37","C","TAS","33","14.52","9.7","14.20","25123.90","12283.11","10148","39.65","121.0","10.08","148.3","12.36","10.31%"
"新建系统","37","C","ACT","33","14.52","9.7","14.20","25123.90","12283.11","8632","35.18","129.8","10.82","162.7","13.56","9.11%"
"新建系统","37","C","NT","33","14.52","9.7","14.20","25123.90","12283.11","10008","40.64","119.0","9.92","145.4","12.11","10.57%"
"新建系统","38","A","NSW","34","14.96","9.3","28.04","38430.70","24254.60","7778","33.34","202.0","16.83","N/A","N/A","2.43%"
"新建系统","38","A","VIC","34","14.96","9.3","28.04","38430.70","24254.60","6778","29.11","216.2","18.02","N/A","N/A","1.46%"
"新建系统","38","A","QLD","34","14.96","9.3","28.04","38430.70","24254.60","7270","31.11","209.1","17.43","N/A","N/A","1.92%"
"新建系统","38","A","SA","34","14.96","9.3","28.04","38430.70","24254.60","7129","30.71","210.6","17.55","N/A","N/A","1.83%"
"新建系统","38","A","WA","34","14.96","9.3","28.04","38430.70","24254.60","7634","32.57","204.4","17.04","N/A","N/A","2.26%"
"新建系统","38","A","TAS","34","14.96","9.3","28.04","38430.70","24254.60","10148","42.61","176.5","14.71","N/A","N/A","4.43%"
