State,Postcode,Retailer,PlanType,PlanName,PricingModel,SupplyCharge_c/day,FiT_c/kWh,Distributor
ACT,2602,Energy Locals,Single Rate,"Local Rewards",SR,92.2727,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2602,Energy Locals,Time of Use,"Online Member",TOU,82.2727,15,"evoenergy"
ACT,2602,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,114.7,4,"evoenergy"
ACT,2602,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer (7 day TOU Interval)",TOU,114.7,4,"evoenergy"
ACT,2602,Origin Energy,Single Rate,"Origin Affinity Variable - iSelect",SR,101.41,5,"evoenergy"
ACT,2602,Origin Energy,Time of Use,"Origin Affinity Variable - iSelect",TOU,103.12,5,"evoenergy"
ACT,2602,Red Energy,Single Rate,"Red BCNA Saver (020)",SR,118,4,"evoenergy"
ACT,2602,Red Energy,Time of Use,"Qantas Red Saver",TOU,102,4,"evoenergy"
ACT,2606,ActewAGL,Single Rate,"Battery Saver",SR,121,[{'rate': 8, 'type': 'R', 'scheme': 'OTHER', 'volume': 10, 'description': '8c/kWh for first 10kWh per day', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 10, 'unitPrice': 8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 6, 'type': 'R', 'scheme': 'OTHER', 'description': '6c/kWh for all additional export', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 6, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2606,ActewAGL,Time of Use,"evEnergy Saver",TOU,121,5,"evoenergy"
ACT,2606,Amber Electric,Single Rate,"Solar + CBA Yello Plus: Variable Prices (estimate only)",SR,88.358,2.78,"evoenergy"
ACT,2606,CovaU,Single Rate,"CovaU Basics Residential Single Demand",SR,93.75,5.5,"evoenergy"
ACT,2606,CovaU,Time of Use,"CovaU Basics Residential TOU 7 Days",TOU,105.8,5.5,"evoenergy"
ACT,2606,Energy Locals,Single Rate,"Local Rewards",SR,92.2727,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2606,Energy Locals,Time of Use,"Online Member",TOU,82.2727,15,"evoenergy"
ACT,2606,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,114.7,4,"evoenergy"
ACT,2606,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer (7 day TOU Interval)",TOU,114.7,4,"evoenergy"
ACT,2606,Origin Energy,Single Rate,"Origin Affinity Variable - iSelect",SR,101.41,5,"evoenergy"
ACT,2606,Origin Energy,Time of Use,"Origin Affinity Variable - iSelect",TOU,103.12,5,"evoenergy"
ACT,2606,Red Energy,Time of Use,"Qantas Red Saver",TOU,102,4,"evoenergy"
ACT,2615,ActewAGL,Single Rate,"Battery Saver",SR,121,[{'rate': 8, 'type': 'R', 'scheme': 'OTHER', 'volume': 10, 'description': '8c/kWh for first 10kWh per day', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 10, 'unitPrice': 8, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 6, 'type': 'R', 'scheme': 'OTHER', 'description': '6c/kWh for all additional export', 'displayName': 'Voluntary retailer buyback rate', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 6, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2615,ActewAGL,Time of Use,"evEnergy Saver",TOU,121,5,"evoenergy"
ACT,2615,Amber Electric,Single Rate,"Solar + CBA Yello Plus: Variable Prices (estimate only)",SR,88.358,2.78,"evoenergy"
ACT,2615,CovaU,Single Rate,"CovaU Basics Residential Single Demand",SR,93.75,5.5,"evoenergy"
ACT,2615,CovaU,Time of Use,"CovaU Basics Residential TOU 7 Days",TOU,105.8,5.5,"evoenergy"
ACT,2615,Energy Locals,Single Rate,"Local Rewards",SR,92.2727,[{'rate': 5, 'type': 'R', 'scheme': 'OTHER', 'volume': 5, 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 0-5kWh/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'volume': 5, 'unitPrice': 5, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}, {'rate': 2, 'type': 'R', 'scheme': 'OTHER', 'endDate': '2030-06-30', 'startDate': '2025-06-01', 'description': 'Solar feed-in tariff (incl. GST, if any). | 5kWh+/day', 'displayName': 'Solar FiT 2025: Stepped Rate Feed In Tariff', 'tariffUType': 'singleTariff', 'singleTariffRates': [{'rebate': True, 'unitPrice': 2, 'measureUnit': 'KWH'}], 'singleTariffPeriod': 'P1D'}],"evoenergy"
ACT,2615,Energy Locals,Time of Use,"Online Member",TOU,82.2727,15,"evoenergy"
ACT,2615,EnergyAustralia,Single Rate,"Balance Plan - My Connect",SR,114.7,4,"evoenergy"
ACT,2615,EnergyAustralia,Time of Use,"Balance Plan - Third Party Offer (7 day TOU Interval)",TOU,114.7,4,"evoenergy"
ACT,2615,Origin Energy,Single Rate,"Origin Affinity Variable - iSelect",SR,101.41,5,"evoenergy"
ACT,2615,Origin Energy,Time of Use,"Origin Affinity Variable - iSelect",TOU,103.12,5,"evoenergy"
ACT,2615,Red Energy,Single Rate,"Red BCNA Saver (020)",SR,118,4,"evoenergy"
ACT,2615,Red Energy,Time of Use,"Qantas Red Saver",TOU,102,4,"evoenergy"
